Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
S. Khedira,31,Germany,85,85,33000000.0,160000.0,2154,Right,3.0,4.0,2.0,High/ High,Normal,Yes,RCM,6.0,"Jul 1, 2015",0,2021,6'2,198lbs,77+3,77+3,77+3,76+3,78+3,78+3,78+3,76+3,79+3,79+3,79+3,77+3,82+3,82+3,82+3,77+3,78+3,83+3,83+3,83+3,78+3,77+3,81+3,81+3,81+3,77+3,72.0,72.0,76.0,85.0,78.0,81.0,68.0,68.0,82.0,84.0,54.0,60.0,55.0,87.0,54.0,82.0,68.0,78.0,87.0,78.0,82.0,86.0,79.0,82.0,69.0,84.0,80.0,83.0,76.0,11.0,9.0,5.0,15.0,8.0,€54.5M,Midfielder,31-35
N. Süle,22,Germany,84,90,36500000.0,84000.0,1648,Right,2.0,3.0,2.0,Medium/ Medium,Stocky,No,CB,15.0,"Jul 1, 2017",0,2022,6'5,214lbs,56+2,56+2,56+2,49+2,52+2,52+2,52+2,49+2,52+2,52+2,52+2,52+2,60+2,60+2,60+2,52+2,69+2,75+2,75+2,75+2,69+2,73+2,81+2,81+2,81+2,73+2,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,82.0,85.0,83.0,15.0,7.0,14.0,7.0,15.0,€67.5M,Defender,22-25
B. Leno,26,Germany,84,87,27000000.0,115000.0,1278,Right,3.0,4.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jul 1, 2018",0,2023,6'3,183lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,13.0,45.0,10.0,16.0,9.0,8.0,40.0,22.0,46.0,52.0,52.0,80.0,44.0,23.0,73.0,43.0,68.0,14.0,28.0,22.0,7.0,54.0,23.0,66.0,27.0,15.0,18.0,84.0,82.0,75.0,85.0,82.0,€53.3M,Goalkeeper,26-30
I. Gündoğan,27,Germany,84,84,32000000.0,175000.0,2138,Right,3.0,4.0,4.0,High/ Medium,Normal,Yes,CM,21.0,"Jul 1, 2016",0,2020,5'11,176lbs,75+3,75+3,75+3,79+3,80+3,80+3,80+3,79+3,82+3,82+3,82+3,80+3,82+3,82+3,82+3,80+3,75+3,77+3,77+3,77+3,75+3,72+3,70+3,70+3,70+3,72+3,74.0,73.0,50.0,88.0,75.0,85.0,81.0,74.0,83.0,86.0,67.0,68.0,78.0,85.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,73.0,68.0,64.0,11.0,14.0,5.0,5.0,13.0,€59.2M,Midfielder,26-30
J. Tah,22,Germany,83,88,29500000.0,67000.0,1673,Right,2.0,4.0,2.0,Medium/ Medium,Stocky,No,CB,20.0,"Jul 16, 2015",0,2023,6'5,214lbs,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2,35.0,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,77.0,48.0,82.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,80.0,88.0,84.0,11.0,8.0,7.0,9.0,14.0,€52.4M,Defender,22-25
T. Werner,22,Germany,83,87,34500000.0,70000.0,1967,Right,3.0,4.0,3.0,High/ Medium,Normal,Yes,RW,9.0,"Jul 1, 2016",0,2020,5'11,165lbs,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,78+3,78+3,78+3,80+3,69+3,69+3,69+3,80+3,61+3,55+3,55+3,55+3,61+3,57+3,49+3,49+3,49+3,57+3,69.0,87.0,76.0,77.0,82.0,83.0,62.0,56.0,55.0,84.0,93.0,93.0,81.0,86.0,76.0,74.0,78.0,83.0,59.0,67.0,63.0,37.0,85.0,61.0,72.0,74.0,39.0,20.0,19.0,9.0,9.0,8.0,15.0,9.0,€61.2M,Attacker,22-25
L. Goretzka,23,Germany,83,88,34000000.0,85000.0,2203,Right,3.0,4.0,3.0,High/ High,Lean,Yes,CM,14.0,"Jul 1, 2018",0,2022,6'2,174lbs,77+3,77+3,77+3,79+3,79+3,79+3,79+3,79+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,80+3,80+3,80+3,80+3,80+3,79+3,77+3,77+3,77+3,79+3,75.0,72.0,75.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,79.0,76.0,83.0,70.0,77.0,67.0,86.0,70.0,78.0,80.0,83.0,77.0,82.0,60.0,80.0,70.0,79.0,78.0,13.0,8.0,15.0,11.0,9.0,€58.7M,Midfielder,22-25
S. Gnabry,22,Germany,83,88,34500000.0,85000.0,2041,Right,2.0,4.0,4.0,High/ Medium,Normal,Yes,ST,6.0,"Jul 1, 2017",0,2020,5'9,165lbs,78+2,78+2,78+2,82+2,81+2,81+2,81+2,82+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,65+2,62+2,62+2,62+2,65+2,62+2,54+2,54+2,54+2,62+2,74.0,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,90.0,87.0,80.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,45.0,48.0,45.0,14.0,10.0,10.0,9.0,7.0,€59.5M,Attacker,22-25
J. Draxler,24,Germany,83,86,32500000.0,91000.0,2112,Right,3.0,5.0,4.0,Medium/ Medium,Lean,Yes,CM,7.0,"Jan 3, 2017",0,2021,6'2,170lbs,79+3,79+3,79+3,83+3,82+3,82+3,82+3,83+3,83+3,83+3,83+3,82+3,80+3,80+3,80+3,82+3,70+3,69+3,69+3,69+3,70+3,67+3,61+3,61+3,61+3,67+3,83.0,78.0,65.0,84.0,84.0,88.0,78.0,76.0,79.0,89.0,78.0,77.0,80.0,83.0,75.0,86.0,75.0,69.0,66.0,82.0,48.0,66.0,79.0,84.0,63.0,83.0,39.0,64.0,44.0,11.0,13.0,5.0,13.0,8.0,€62.6M,Midfielder,22-25
T. Horn,25,Germany,83,87,24000000.0,25000.0,1261,Left,2.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2011",0,2023,6'4,198lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,13.0,14.0,35.0,14.0,20.0,12.0,15.0,32.0,22.0,45.0,51.0,50.0,80.0,31.0,22.0,64.0,31.0,67.0,17.0,41.0,22.0,15.0,55.0,21.0,20.0,14.0,13.0,12.0,83.0,80.0,83.0,82.0,86.0,€37.8M,Goalkeeper,22-25
O. Baumann,28,Germany,83,84,21000000.0,42000.0,1222,Right,2.0,1.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2014",0,2021,6'2,181lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,11.0,16.0,30.0,11.0,19.0,12.0,11.0,25.0,17.0,47.0,51.0,45.0,81.0,43.0,21.0,73.0,39.0,69.0,13.0,32.0,21.0,10.0,41.0,22.0,52.0,15.0,18.0,14.0,82.0,82.0,70.0,82.0,85.0,€37.3M,Goalkeeper,26-30
R. Fährmann,29,Germany,83,84,20000000.0,38000.0,1179,Right,2.0,1.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2011",0,2022,6'6,216lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,11.0,15.0,25.0,11.0,15.0,18.0,11.0,26.0,24.0,38.0,47.0,39.0,83.0,36.0,24.0,72.0,32.0,79.0,9.0,36.0,23.0,11.0,42.0,21.0,61.0,10.0,12.0,10.0,83.0,81.0,52.0,82.0,87.0,€35.5M,Goalkeeper,26-30
L. Bender,29,Germany,83,83,20000000.0,82000.0,2049,Right,3.0,3.0,2.0,High/ High,Lean,Yes,RB,8.0,"Aug 18, 2009",0,2021,6'1,179lbs,70+3,70+3,70+3,71+3,72+3,72+3,72+3,71+3,73+3,73+3,73+3,72+3,77+3,77+3,77+3,72+3,79+3,81+3,81+3,81+3,79+3,79+3,82+3,82+3,82+3,79+3,69.0,59.0,78.0,79.0,57.0,72.0,49.0,47.0,74.0,75.0,66.0,67.0,65.0,83.0,63.0,74.0,77.0,86.0,76.0,71.0,79.0,86.0,69.0,76.0,52.0,83.0,88.0,86.0,82.0,12.0,6.0,7.0,12.0,7.0,€34M,Defender,26-30
J. Brandt,22,Germany,82,88,30500000.0,68000.0,1905,Right,2.0,4.0,4.0,Medium/ Medium,Lean,Yes,LM,10.0,"Jan 1, 2014",0,2021,6'1,185lbs,75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,80+2,74+2,74+2,74+2,80+2,59+2,56+2,56+2,56+2,59+2,54+2,43+2,43+2,43+2,54+2,77.0,78.0,42.0,82.0,66.0,87.0,72.0,59.0,69.0,85.0,78.0,84.0,82.0,80.0,78.0,80.0,63.0,73.0,69.0,78.0,42.0,29.0,78.0,83.0,54.0,69.0,38.0,20.0,24.0,11.0,16.0,11.0,8.0,9.0,€58M,Midfielder,22-25
A. Rüdiger,25,Germany,82,84,22500000.0,110000.0,1843,Right,2.0,3.0,2.0,Medium/ High,Lean,Yes,CB,16.0,"Jul 9, 2017",0,2022,6'3,187lbs,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,62+2,65+2,65+2,65+2,62+2,74+2,76+2,76+2,76+2,74+2,76+2,81+2,81+2,81+2,76+2,68.0,27.0,80.0,75.0,34.0,59.0,35.0,56.0,72.0,69.0,67.0,78.0,59.0,82.0,50.0,70.0,73.0,60.0,82.0,41.0,88.0,80.0,33.0,57.0,40.0,72.0,82.0,85.0,82.0,14.0,15.0,10.0,12.0,8.0,€43.3M,Defender,22-25
M. Götze,26,Germany,82,85,27000000.0,67000.0,2101,Right,4.0,4.0,4.0,Medium/ Medium,Normal,Yes,CM,10.0,"Aug 1, 2016",0,2020,5'9,165lbs,75+3,75+3,75+3,80+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,72+3,72+3,72+3,72+3,72+3,68+3,63+3,63+3,63+3,68+3,78.0,75.0,51.0,87.0,86.0,84.0,81.0,72.0,82.0,90.0,74.0,64.0,86.0,84.0,85.0,68.0,58.0,73.0,68.0,66.0,58.0,65.0,81.0,86.0,77.0,85.0,63.0,53.0,57.0,14.0,7.0,12.0,6.0,10.0,€47.9M,Midfielder,26-30
S. Mustafi,26,Germany,82,84,22500000.0,115000.0,1914,Right,3.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,20.0,"Aug 30, 2016",0,2021,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,53.0,58.0,81.0,77.0,51.0,53.0,55.0,47.0,69.0,70.0,58.0,65.0,63.0,82.0,67.0,66.0,83.0,68.0,78.0,52.0,82.0,82.0,50.0,55.0,54.0,73.0,80.0,82.0,82.0,11.0,9.0,15.0,10.0,6.0,€44.4M,Defender,26-30
M. Kruse,30,Germany,82,82,21500000.0,45000.0,2063,Left,2.0,4.0,4.0,High/ Medium,Normal,Yes,ST,10.0,"Aug 2, 2016",0,2019,5'11,168lbs,79+2,79+2,79+2,80+2,81+2,81+2,81+2,80+2,82+2,82+2,82+2,80+2,78+2,78+2,78+2,80+2,64+2,64+2,64+2,64+2,64+2,60+2,56+2,56+2,56+2,60+2,81.0,83.0,63.0,84.0,80.0,82.0,80.0,69.0,80.0,85.0,69.0,67.0,74.0,85.0,76.0,81.0,65.0,71.0,72.0,79.0,63.0,41.0,85.0,83.0,90.0,86.0,57.0,38.0,34.0,12.0,7.0,5.0,13.0,9.0,€36.6M,Attacker,26-30
C. Kramer,27,Germany,81,82,17000000.0,35000.0,1866,Right,2.0,3.0,3.0,High/ High,Lean,Yes,CDM,6.0,"Jul 1, 2016",0,2021,6'3,168lbs,62+2,62+2,62+2,66+2,67+2,67+2,67+2,66+2,70+2,70+2,70+2,70+2,75+2,75+2,75+2,70+2,76+2,79+2,79+2,79+2,76+2,75+2,75+2,75+2,75+2,75+2,61.0,45.0,58.0,80.0,49.0,71.0,54.0,51.0,72.0,81.0,52.0,52.0,66.0,85.0,54.0,53.0,51.0,93.0,69.0,40.0,78.0,81.0,70.0,73.0,47.0,78.0,80.0,80.0,76.0,8.0,13.0,9.0,6.0,8.0,€30.2M,Midfielder,26-30
K. Bellarabi,28,Germany,81,81,18000000.0,76000.0,1956,Right,3.0,3.0,4.0,High/ High,Normal,No,RM,38.0,"Jul 1, 2011",0,2021,6'0,179lbs,76+3,76+3,76+3,81+3,80+3,80+3,80+3,81+3,79+3,79+3,79+3,79+3,71+3,71+3,71+3,79+3,62+3,57+3,57+3,57+3,62+3,58+3,48+3,48+3,48+3,58+3,76.0,72.0,48.0,78.0,72.0,87.0,70.0,58.0,58.0,83.0,90.0,91.0,86.0,81.0,78.0,85.0,75.0,73.0,68.0,77.0,59.0,38.0,76.0,76.0,57.0,77.0,31.0,30.0,33.0,10.0,12.0,7.0,11.0,10.0,€30.6M,Midfielder,26-30
K. Volland,25,Germany,81,83,22000000.0,76000.0,2079,Left,2.0,3.0,3.0,High/ High,Stocky,No,ST,31.0,"Jul 1, 2016",0,2021,5'10,187lbs,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,79+2,76+2,76+2,76+2,79+2,64+2,63+2,63+2,63+2,64+2,61+2,56+2,56+2,56+2,61+2,78.0,81.0,67.0,81.0,77.0,79.0,79.0,76.0,67.0,81.0,78.0,77.0,73.0,82.0,84.0,85.0,78.0,88.0,82.0,81.0,78.0,45.0,81.0,81.0,72.0,80.0,22.0,50.0,33.0,8.0,7.0,9.0,7.0,12.0,€39.1M,Attacker,22-25
K. Vogt,26,Germany,81,82,17500000.0,42000.0,1958,Right,2.0,3.0,2.0,High/ Medium,Normal,No,CB,22.0,"Jul 1, 2016",0,2022,6'4,187lbs,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,68+2,72+2,72+2,72+2,68+2,75+2,78+2,78+2,78+2,75+2,76+2,79+2,79+2,79+2,76+2,60.0,50.0,79.0,79.0,51.0,67.0,50.0,62.0,83.0,71.0,66.0,82.0,59.0,78.0,47.0,78.0,54.0,74.0,85.0,57.0,81.0,82.0,55.0,67.0,53.0,78.0,82.0,80.0,78.0,6.0,13.0,8.0,7.0,14.0,€31.1M,Defender,26-30
L. Stindl,29,Germany,81,81,18000000.0,43000.0,2129,Right,2.0,4.0,4.0,Medium/ Medium,Normal,No,CF,13.0,"Jul 1, 2015",0,2021,5'11,176lbs,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,80+2,80+2,80+2,79+2,78+2,78+2,78+2,79+2,70+2,70+2,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2,76.0,79.0,64.0,85.0,86.0,78.0,79.0,69.0,69.0,83.0,74.0,67.0,70.0,84.0,78.0,81.0,73.0,78.0,69.0,83.0,74.0,60.0,84.0,83.0,80.0,83.0,59.0,61.0,50.0,7.0,10.0,13.0,11.0,12.0,€30.6M,Attacker,26-30
B. Höwedes,30,Germany,81,81,13000000.0,1000.0,1813,Right,3.0,3.0,2.0,Medium/ Medium,Normal,Yes,RCB,5.0,"Jul 31, 2018",0,2022,6'2,170lbs,60+3,60+3,60+3,58+3,59+3,59+3,59+3,58+3,60+3,60+3,60+3,60+3,64+3,64+3,64+3,60+3,70+3,74+3,74+3,74+3,70+3,72+3,79+3,79+3,79+3,72+3,58.0,51.0,83.0,72.0,45.0,59.0,38.0,52.0,64.0,65.0,52.0,52.0,60.0,81.0,61.0,57.0,78.0,61.0,78.0,31.0,78.0,81.0,51.0,57.0,56.0,84.0,82.0,83.0,81.0,14.0,6.0,9.0,10.0,7.0,€27.3M,Defender,26-30
S. Bender,29,Germany,81,81,14000000.0,69000.0,1868,Right,2.0,4.0,2.0,Medium/ High,Lean,Yes,LCB,5.0,"Jul 13, 2017",0,2021,6'1,176lbs,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,62+2,62+2,62+2,61+2,68+2,68+2,68+2,61+2,73+2,77+2,77+2,77+2,73+2,75+2,80+2,80+2,80+2,75+2,43.0,39.0,75.0,74.0,54.0,58.0,33.0,30.0,69.0,60.0,65.0,72.0,63.0,78.0,61.0,73.0,73.0,83.0,77.0,62.0,82.0,82.0,49.0,65.0,34.0,81.0,83.0,86.0,88.0,13.0,7.0,8.0,14.0,15.0,€23.8M,Defender,26-30
K. Havertz,19,Germany,80,89,22000000.0,32000.0,1876,Left,1.0,5.0,4.0,Medium/ Medium,Lean,No,CAM,29.0,"Jul 1, 2016",0,2022,6'2,183lbs,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,61+2,58+2,58+2,58+2,61+2,58+2,49+2,49+2,49+2,58+2,69.0,72.0,65.0,82.0,71.0,81.0,65.0,53.0,73.0,83.0,77.0,86.0,78.0,78.0,71.0,66.0,69.0,73.0,61.0,66.0,40.0,32.0,78.0,83.0,49.0,80.0,28.0,42.0,38.0,6.0,8.0,11.0,10.0,12.0,€41.8M,Midfielder,16-21
M. Dahoud,22,Germany,80,86,20000000.0,50000.0,2052,Right,2.0,4.0,4.0,High/ High,Lean,No,CM,19.0,"Jul 1, 2017",0,2022,5'10,150lbs,69+2,69+2,69+2,76+2,75+2,75+2,75+2,76+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,74+2,75+2,75+2,75+2,74+2,71+2,66+2,66+2,66+2,71+2,67.0,60.0,43.0,83.0,59.0,85.0,68.0,53.0,78.0,83.0,78.0,67.0,87.0,79.0,84.0,83.0,76.0,89.0,58.0,78.0,68.0,76.0,66.0,81.0,55.0,60.0,72.0,64.0,59.0,14.0,7.0,9.0,12.0,11.0,€38M,Midfielder,22-25
K. Demirbay,24,Germany,80,84,19500000.0,37000.0,2074,Left,2.0,4.0,4.0,Medium/ Medium,Lean,No,RCM,10.0,"Jul 13, 2016",0,2022,6'0,159lbs,72+2,72+2,72+2,77+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,69+2,70+2,70+2,70+2,69+2,66+2,62+2,62+2,62+2,66+2,72.0,72.0,46.0,82.0,59.0,82.0,85.0,80.0,80.0,84.0,67.0,67.0,77.0,81.0,77.0,75.0,72.0,74.0,67.0,75.0,69.0,57.0,78.0,81.0,70.0,77.0,65.0,59.0,53.0,14.0,15.0,11.0,14.0,14.0,€34.6M,Midfielder,22-25
